transaction_id,amount,transaction_hour,transactions_last_24h,account_age_days,device_changes_7d,location_changes_7d,is_fraud
TXN005493,39.57,16,3,109,0,1,0
TXN005494,320.62,17,4,349,0,0,0
TXN005495,78.75,18,3,109,0,0,1
TXN005496,18.46,18,2,401,1,0,0
TXN005497,48.95,16,1,107,0,0,0
TXN005498,31.38,13,6,594,0,1,0
TXN005499,8.46,23,2,257,0,1,1
TXN005500,212.63,14,6,535,1,2,0
TXN005501,99.25,9,2,523,1,0,0
TXN005502,85.9,11,3,494,0,0,0
TXN005503,62.84,16,2,431,0,0,0
TXN005504,16.87,21,1,422,1,0,1
TXN005505,36.2,9,4,272,0,0,0
TXN005506,111.67,7,2,319,1,1,0
TXN005507,22.34,20,7,871,1,2,1
TXN005508,6.35,20,4,623,0,0,0
TXN005509,45.01,10,3,320,1,0,0
TXN005510,48.4,12,6,168,1,0,0
TXN005511,61.27,16,4,160,0,2,0
TXN005512,101.42,11,4,390,0,0,0
TXN005513,93.88,20,5,606,0,1,0
TXN005514,68.03,8,4,517,0,0,0
TXN005515,150.84,3,4,2000,0,1,1
TXN005516,15.01,9,2,121,1,1,1
TXN005517,83.84,10,2,180,1,1,0
TXN005518,93.0,8,5,699,0,1,0
TXN005519,19.04,6,3,222,0,0,0
TXN005520,15.22,17,4,239,0,0,0
TXN005521,28.96,9,2,1059,0,1,0
TXN005522,31.11,20,3,542,0,0,0
TXN005523,103.59,12,2,498,0,0,0
TXN005524,32.38,16,3,65,0,0,0
TXN005525,26.37,10,0,386,1,0,0
TXN005526,32.46,10,1,195,1,0,0
TXN005527,141.29,14,0,222,2,0,0
TXN005528,55.21,14,3,835,0,0,0
TXN005529,46.88,18,4,164,0,2,0
TXN005530,49.72,17,5,326,1,0,0
TXN005531,163.74,16,0,397,0,0,0
TXN005532,28.88,13,1,256,0,1,0
TXN005533,167.03,20,6,158,0,1,0
TXN005534,65.3,15,1,377,0,0,0
TXN005535,47.64,23,6,377,1,0,0
TXN005536,457.49,19,2,464,0,1,0
TXN005537,22.26,4,5,604,0,1,0
TXN005538,40.42,11,4,194,1,1,0
TXN005539,19.15,14,3,146,2,1,0
TXN005540,122.68,17,3,353,0,0,0
TXN005541,229.48,14,6,161,0,0,0
TXN005542,225.75,18,2,550,0,2,0
TXN005543,154.53,10,4,287,0,0,0
TXN005544,46.16,9,3,800,0,0,0
TXN005545,40.03,5,10,202,0,0,1
TXN005546,13.19,14,3,381,0,0,0
TXN005547,308.12,16,2,241,0,0,0
TXN005548,81.34,11,4,123,0,0,0
TXN005549,35.94,15,1,244,0,0,0
TXN005550,168.82,5,6,192,1,0,0
TXN005551,23.88,7,2,157,0,1,0
TXN005552,77.14,17,9,80,2,0,1
TXN005553,47.15,12,4,597,0,0,0
TXN005554,93.96,16,4,254,1,0,0
TXN005555,51.73,19,0,2000,0,0,0
TXN005556,15.91,19,1,450,0,1,0
TXN005557,58.22,9,3,159,0,0,0
TXN005558,133.16,13,2,320,1,0,0
TXN005559,53.26,17,2,264,0,0,0
TXN005560,105.51,18,0,248,1,0,0
TXN005561,22.45,18,2,415,0,0,0
TXN005562,53.39,10,0,298,1,1,0
TXN005563,32.11,9,3,432,1,0,0
TXN005564,103.02,15,4,240,0,0,0
TXN005565,56.08,17,2,123,0,1,0
TXN005566,98.16,11,4,357,1,0,0
TXN005567,137.63,7,5,224,0,1,0
TXN005568,98.29,17,3,678,0,0,0
TXN005569,68.87,11,2,338,0,0,0
TXN005570,23.37,9,3,113,0,1,0
TXN005571,54.47,8,1,136,0,0,0
TXN005572,34.7,11,3,520,0,0,0
TXN005573,40.75,15,2,75,1,1,0
TXN005574,39.71,11,5,728,0,1,0
TXN005575,23.74,1,3,73,0,0,1
TXN005576,10.34,7,1,262,0,0,0
TXN005577,30.94,11,3,978,0,0,0
TXN005578,64.35,16,3,504,0,0,0
TXN005579,17.36,7,5,451,1,1,0
TXN005580,55.33,14,1,131,0,0,0
TXN005581,274.58,8,3,890,0,0,0
TXN005582,130.27,9,7,459,1,0,0
TXN005583,220.75,9,3,964,0,0,0
TXN005584,76.13,6,1,162,1,0,0
TXN005585,147.29,16,4,222,0,1,0
TXN005586,29.51,13,2,123,2,0,0
TXN005587,31.57,19,8,203,0,2,1
TXN005588,5.32,7,3,212,0,1,0
TXN005589,149.64,8,2,578,0,0,0
TXN005590,202.2,11,4,285,0,0,0
TXN005591,34.12,18,0,471,0,4,1
TXN005592,44.0,11,2,416,0,2,0
TXN005593,28.77,12,2,102,0,1,0
TXN005594,75.58,11,2,432,0,0,0
TXN005595,142.05,7,2,455,0,0,0
TXN005596,12.41,21,4,426,0,1,0
TXN005597,77.33,14,2,281,0,0,0
TXN005598,43.16,18,0,951,0,1,0
TXN005599,60.12,16,2,654,0,0,0
TXN005600,80.65,14,2,153,0,0,0
TXN005601,46.53,7,7,996,0,1,0
TXN005602,50.0,16,2,338,1,0,0
TXN005603,45.52,8,3,275,2,0,0
TXN005604,124.56,12,3,140,0,0,0
TXN005605,77.94,15,3,321,1,2,0
TXN005606,65.86,18,7,516,0,0,0
TXN005607,18.54,16,2,264,0,2,0
TXN005608,39.58,16,2,500,0,2,1
TXN005609,117.2,8,1,867,1,1,0
TXN005610,56.38,11,0,819,0,1,0
TXN005611,95.64,4,1,939,2,0,0
TXN005612,245.07,17,3,301,1,0,0
TXN005613,132.0,21,2,447,1,1,0
TXN005614,59.1,10,4,339,0,0,0
TXN005615,35.36,7,1,570,0,0,0
TXN005616,6.23,13,5,496,0,0,0
TXN005617,47.32,19,6,299,0,0,0
TXN005618,41.38,14,4,403,0,0,0
TXN005619,76.08,4,3,450,2,0,0
TXN005620,47.9,22,0,826,1,1,0
TXN005621,41.58,19,1,335,0,0,0
TXN005622,12.03,8,3,533,3,0,1
TXN005623,24.56,21,5,283,0,0,0
TXN005624,81.87,13,4,395,0,0,0
TXN005625,234.75,12,3,308,1,0,0
TXN005626,50.25,13,3,166,0,0,0
TXN005627,72.14,19,2,102,1,0,0
TXN005628,122.68,16,2,262,0,0,0
TXN005629,27.41,6,3,303,0,0,0
TXN005630,74.57,22,4,441,0,1,0
TXN005631,29.1,8,5,596,0,1,1
TXN005632,113.87,17,4,190,1,2,0
TXN005633,62.1,15,2,258,1,0,0
TXN005634,70.36,9,3,518,0,0,0
TXN005635,28.07,9,2,352,0,0,0
TXN005636,99.58,19,5,164,0,1,0
TXN005637,321.18,12,5,380,1,1,0
TXN005638,23.18,16,6,174,0,0,0
TXN005639,40.9,13,3,502,0,1,0
TXN005640,66.48,17,0,961,1,0,0
TXN005641,106.53,13,6,526,0,0,0
TXN005642,33.93,10,6,734,0,0,0
TXN005643,5.0,12,2,118,0,0,0
TXN005644,173.35,19,2,407,0,0,0
TXN005645,104.21,13,2,521,0,0,0
TXN005646,12.41,9,3,109,0,0,0
TXN005647,32.58,21,0,400,1,1,0
TXN005648,207.05,18,1,408,0,1,0
TXN005649,186.91,5,3,104,0,0,0
TXN005650,121.25,23,8,348,0,0,1
TXN005651,47.01,16,2,445,0,2,0
TXN005652,58.59,9,1,525,0,1,0
TXN005653,48.85,10,3,130,1,0,0
TXN005654,142.45,16,5,65,1,0,0
TXN005655,25.93,18,3,402,0,0,0
TXN005656,27.52,10,4,271,0,0,0
TXN005657,128.86,10,1,738,0,2,0
TXN005658,52.58,11,4,1177,1,0,0
TXN005659,176.21,15,5,548,0,1,0
TXN005660,30.85,9,6,892,0,1,0
TXN005661,52.11,7,5,222,0,0,0
TXN005662,24.93,16,1,538,0,0,0
TXN005663,54.94,18,1,203,0,0,0
TXN005664,15.54,13,6,575,0,0,0
TXN005665,36.07,12,1,464,1,0,0
TXN005666,16.11,12,1,595,0,0,0
TXN005667,98.48,12,3,161,1,0,0
TXN005668,100.39,22,1,529,0,1,0
TXN005669,12.54,18,4,34,0,1,0
TXN005670,169.66,9,3,705,0,1,0
TXN005671,456.14,12,0,449,0,0,0
TXN005672,56.78,14,3,399,0,0,0
TXN005673,31.66,15,3,236,1,0,0
TXN005674,602.26,13,2,1560,0,1,0
TXN005675,17.79,18,3,394,1,0,0
TXN005676,55.54,18,5,366,0,1,0
TXN005677,63.6,13,3,340,0,0,0
TXN005678,171.29,19,2,259,0,1,0
TXN005679,74.13,17,4,546,0,0,0
TXN005680,35.74,18,4,611,0,1,0
TXN005681,24.32,22,8,557,0,0,1
TXN005682,40.83,10,6,1117,0,2,0
TXN005683,23.2,10,6,147,0,0,0
TXN005684,56.86,20,2,358,0,0,0
TXN005685,33.8,18,6,81,0,1,0
TXN005686,15.33,21,3,330,1,0,0
TXN005687,158.68,6,5,574,0,1,0
TXN005688,35.77,15,3,161,0,0,1
TXN005689,18.58,8,1,114,1,0,0
TXN005690,47.32,13,2,103,1,1,0
TXN005691,57.87,8,4,103,0,1,1
TXN005692,12.37,8,4,626,0,0,0
TXN005693,72.38,0,1,137,0,0,0
TXN005694,22.42,15,6,589,1,1,0
TXN005695,233.78,11,1,286,0,0,0
TXN005696,85.23,7,1,181,0,1,0
TXN005697,38.86,11,7,407,1,1,0
TXN005698,28.98,9,3,324,0,2,0
TXN005699,49.94,21,6,229,0,2,0
TXN005700,91.92,11,0,72,0,0,0
TXN005701,53.43,11,3,202,0,0,0
TXN005702,45.4,19,1,259,2,1,1
TXN005703,57.38,16,3,335,0,0,0
TXN005704,32.68,17,5,357,0,0,0
TXN005705,40.78,15,4,206,0,1,0
TXN005706,9.27,21,3,422,2,0,0
TXN005707,124.92,9,5,525,2,0,0
TXN005708,70.38,23,3,842,1,0,1
TXN005709,28.29,19,3,597,0,0,0
TXN005710,274.22,15,4,91,1,1,0
TXN005711,58.79,16,4,615,0,1,0
TXN005712,22.63,16,2,802,1,0,0
TXN005713,113.09,6,1,934,0,2,0
TXN005714,76.58,9,3,127,1,0,0
TXN005715,76.35,22,2,294,0,0,0
TXN005716,38.02,14,2,88,0,0,0
TXN005717,80.07,12,6,292,1,0,0
TXN005718,43.71,18,3,186,0,1,0
TXN005719,87.58,14,4,377,1,1,0
TXN005720,10.81,0,1,537,0,1,0
TXN005721,37.76,17,4,306,0,0,0
TXN005722,236.0,17,1,1213,0,0,0
TXN005723,28.45,9,0,502,1,0,0
TXN005724,32.68,22,7,498,0,0,0
TXN005725,37.31,10,2,527,0,1,0
TXN005726,19.44,13,2,107,1,0,0
TXN005727,8.36,8,5,538,0,1,0
TXN005728,44.88,15,0,194,0,1,0
TXN005729,61.28,12,2,478,0,0,0
TXN005730,52.22,11,2,347,0,0,0
TXN005731,48.27,19,2,305,0,0,0
TXN005732,56.63,0,3,192,2,0,0
TXN005733,130.24,18,4,264,0,0,0
TXN005734,46.44,14,6,318,1,0,0
TXN005735,33.52,23,5,212,0,0,0
TXN005736,42.99,15,2,68,1,0,0
TXN005737,89.34,5,5,547,0,0,0
TXN005738,181.31,5,4,209,0,0,0
TXN005739,32.01,20,6,265,0,0,0
TXN005740,59.39,19,3,305,0,1,0
TXN005741,72.79,11,1,951,0,1,0
TXN005742,23.48,15,7,571,1,0,0
TXN005743,55.55,13,0,47,0,1,0
TXN005744,15.71,22,1,660,0,1,0
TXN005745,12.14,21,4,79,1,1,0
TXN005746,74.57,23,4,421,1,0,0
TXN005747,39.4,19,1,462,0,0,0
TXN005748,64.84,20,2,139,1,0,0
TXN005749,53.77,9,3,190,0,1,0
TXN005750,23.81,19,1,228,0,0,0
TXN005751,52.54,17,7,206,0,0,0
TXN005752,19.14,22,4,112,0,1,0
TXN005753,178.1,14,0,489,0,0,0
TXN005754,17.24,7,0,120,0,0,0
TXN005755,46.23,15,3,257,0,0,0
TXN005756,22.51,16,0,225,0,0,0
TXN005757,88.66,9,2,234,0,0,0
TXN005758,41.19,12,3,281,0,0,0
TXN005759,35.13,15,3,325,0,1,0
TXN005760,112.76,12,1,8,0,0,0
TXN005761,55.98,12,6,133,0,0,0
TXN005762,84.7,8,6,677,0,0,0
TXN005763,23.71,21,1,518,1,0,0
TXN005764,16.54,17,1,44,0,0,0
TXN005765,59.81,0,3,163,1,1,0
TXN005766,41.64,18,0,293,0,2,0
TXN005767,92.99,17,6,131,0,0,0
TXN005768,51.01,0,3,299,1,0,0
TXN005769,65.0,12,5,147,0,0,0
TXN005770,13.74,15,6,633,0,0,0
TXN005771,271.83,13,1,548,0,0,1
TXN005772,47.48,18,2,830,1,0,0
TXN005773,98.79,12,2,507,0,0,0
TXN005774,26.82,8,4,449,1,0,0
TXN005775,70.94,22,2,137,2,2,0
TXN005776,18.04,10,5,187,0,0,0
TXN005777,80.18,17,6,472,0,0,0
TXN005778,40.34,8,1,226,0,0,0
TXN005779,55.97,11,1,532,0,0,0
TXN005780,98.82,13,5,96,0,0,0
TXN005781,19.15,9,3,348,0,1,0
TXN005782,30.51,13,1,308,0,0,0
TXN005783,80.54,8,6,173,0,0,0
TXN005784,324.89,14,4,329,0,0,0
TXN005785,48.55,16,2,132,0,2,0
TXN005786,90.24,6,4,301,0,1,0
TXN005787,49.85,19,5,89,0,0,0
TXN005788,284.55,9,4,191,2,0,0
TXN005789,12.36,10,2,687,0,0,0
TXN005790,59.17,16,0,676,1,1,0
TXN005791,13.71,13,3,285,0,0,0
TXN005792,6.48,13,6,379,0,1,0
TXN005793,70.3,8,5,786,0,0,0
TXN005794,61.47,18,3,272,0,0,0
TXN005795,42.86,15,2,104,1,0,0
TXN005796,49.89,8,3,418,1,0,0
TXN005797,760.18,12,3,236,1,2,0
TXN005798,43.84,18,6,758,0,0,0
TXN005799,84.23,14,3,167,0,1,0
TXN005800,31.44,8,4,201,0,0,0
TXN005801,70.17,12,4,360,0,1,0
TXN005802,44.59,10,3,689,1,0,0
TXN005803,38.52,14,3,527,0,0,0
TXN005804,256.23,19,4,365,0,1,0
TXN005805,148.5,13,3,506,1,0,0
TXN005806,61.33,12,4,979,1,1,0
TXN005807,7.7,20,2,307,1,1,1
TXN005808,40.17,14,2,118,0,0,0
TXN005809,543.25,14,5,358,1,0,0
TXN005810,44.88,10,4,760,1,0,0
TXN005811,139.45,15,4,165,0,0,0
TXN005812,185.98,14,3,134,0,0,1
TXN005813,65.77,12,5,601,0,0,0
TXN005814,26.69,23,5,135,0,1,0
TXN005815,6.89,20,3,431,1,1,0
TXN005816,97.66,17,3,295,1,1,0
TXN005817,27.32,14,4,502,1,0,0
TXN005818,63.42,13,4,615,0,1,0
TXN005819,18.87,9,3,166,0,0,0
TXN005820,43.58,11,2,138,2,0,0
TXN005821,56.19,18,4,649,0,0,0
TXN005822,68.6,13,4,438,1,0,0
TXN005823,21.17,20,5,223,1,2,0
TXN005824,151.01,8,4,41,0,0,0
TXN005825,32.87,14,1,100,0,0,0
TXN005826,13.15,16,0,414,2,2,0
TXN005827,49.77,14,4,282,0,2,1
TXN005828,56.22,20,5,649,2,0,0
TXN005829,62.58,23,3,632,1,1,1
TXN005830,173.78,8,3,215,0,0,0
TXN005831,44.66,8,6,371,0,0,0
TXN005832,49.32,8,2,567,1,1,0
TXN005833,21.38,16,4,242,0,0,0
TXN005834,109.67,12,2,666,0,1,0
TXN005835,63.86,17,0,784,0,1,0
TXN005836,38.21,12,3,452,0,1,0
TXN005837,10.82,15,3,223,0,0,0
TXN005838,186.37,18,1,809,2,0,0
TXN005839,19.23,14,2,310,1,0,0
TXN005840,33.03,14,4,175,1,1,0
TXN005841,74.04,7,1,178,0,0,1
TXN005842,19.75,12,3,241,0,0,0
TXN005843,15.34,14,3,680,0,0,0
TXN005844,8.98,13,6,357,1,0,0
TXN005845,100.77,20,6,406,0,0,0
TXN005846,34.35,20,3,597,0,2,0
TXN005847,657.33,19,3,145,0,1,0
TXN005848,23.45,12,5,367,0,0,0
TXN005849,24.95,17,1,227,0,0,0
TXN005850,33.76,12,3,65,1,1,0
TXN005851,67.13,10,7,446,0,0,0
TXN005852,36.61,11,2,480,0,1,0
TXN005853,91.88,6,3,446,1,0,0
TXN005854,23.76,11,3,717,0,0,0
TXN005855,16.87,13,1,657,0,0,0
TXN005856,11.84,22,5,351,0,0,0
TXN005857,8.25,11,2,197,1,1,0
TXN005858,35.15,20,1,602,0,1,0
TXN005859,42.27,10,2,799,0,0,0
TXN005860,31.92,9,0,332,1,0,0
TXN005861,157.1,14,5,560,0,1,0
TXN005862,155.06,16,2,497,0,1,0
TXN005863,41.08,4,4,473,1,0,0
TXN005864,11.88,9,3,175,0,0,0
TXN005865,33.73,13,4,247,0,0,0
TXN005866,32.79,11,4,534,1,1,0
TXN005867,31.23,17,2,295,0,0,0
TXN005868,30.17,14,2,550,1,0,0
TXN005869,31.33,9,4,338,0,0,0
TXN005870,39.31,20,4,335,1,0,0
TXN005871,31.81,11,0,162,0,0,0
TXN005872,65.17,17,2,875,0,1,0
TXN005873,74.17,18,3,501,1,1,0
TXN005874,25.18,22,5,1190,0,0,0
TXN005875,160.84,13,3,679,1,0,0
TXN005876,23.73,15,4,283,0,1,0
TXN005877,13.8,11,6,223,0,0,0
TXN005878,75.46,16,4,762,0,0,0
TXN005879,27.25,13,4,111,0,0,0
TXN005880,71.74,13,2,457,0,0,0
TXN005881,7.08,19,2,483,0,0,0
TXN005882,178.32,5,1,494,1,0,0
TXN005883,96.68,20,2,721,0,0,0
TXN005884,15.25,19,5,403,0,1,1
TXN005885,15.53,13,2,499,1,0,0
TXN005886,226.2,13,3,729,0,1,0
TXN005887,29.17,11,5,156,0,0,0
TXN005888,26.87,23,1,125,3,0,1
TXN005889,7.96,8,0,698,0,1,0
TXN005890,40.52,15,3,224,0,0,0
TXN005891,44.99,16,5,531,0,1,0
TXN005892,100.3,21,2,1224,1,0,0
TXN005893,16.62,18,3,696,0,1,0
TXN005894,15.0,16,7,46,1,0,0
TXN005895,80.1,8,3,770,1,0,0
TXN005896,128.47,12,4,159,0,0,0
TXN005897,14.36,8,3,641,0,0,0
TXN005898,136.9,20,0,453,1,1,0
TXN005899,56.37,17,5,1070,0,1,0
TXN005900,138.11,17,7,158,0,1,0
TXN005901,51.43,16,2,111,0,1,0
TXN005902,6.4,13,3,409,0,0,0
TXN005903,47.98,8,4,179,0,0,1
TXN005904,134.44,11,3,482,0,0,0
TXN005905,25.54,8,5,228,0,0,0
TXN005906,39.26,17,3,207,0,0,0
TXN005907,47.01,9,3,58,0,1,0
TXN005908,5.0,17,2,205,0,1,0
TXN005909,226.02,16,3,400,0,0,0
TXN005910,25.38,13,5,363,1,0,1
TXN005911,83.92,8,5,307,0,0,1
TXN005912,50.72,11,5,252,0,1,0
TXN005913,159.01,11,3,523,0,0,0
TXN005914,77.1,17,2,74,0,2,0
TXN005915,44.72,8,1,542,0,0,0
TXN005916,25.55,19,2,953,0,0,0
TXN005917,107.57,18,3,454,1,0,0
TXN005918,11.11,9,2,35,0,1,0
TXN005919,94.54,17,7,283,0,0,0
TXN005920,21.45,16,3,441,0,1,0
TXN005921,158.29,17,3,32,0,1,0
TXN005922,62.62,9,1,520,1,0,0
TXN005923,94.4,9,2,1151,0,0,0
TXN005924,58.54,10,2,38,1,0,0
TXN005925,12.31,12,3,360,1,0,0
TXN005926,26.27,18,2,1475,0,0,0
TXN005927,96.69,17,5,95,0,0,0
TXN005928,62.91,21,2,457,0,1,0
TXN005929,148.98,6,3,572,0,1,0
TXN005930,76.92,0,5,240,0,0,0
TXN005931,24.01,16,2,635,0,0,0
TXN005932,27.75,10,5,1095,1,1,0
TXN005933,59.59,11,4,407,0,0,0
TXN005934,7.64,14,7,456,1,3,1
TXN005935,226.43,7,4,412,0,1,0
TXN005936,79.48,16,3,440,1,1,0
TXN005937,154.93,11,2,243,0,1,0
TXN005938,14.25,15,4,532,0,0,0
TXN005939,157.26,19,1,383,2,2,1
TXN005940,363.86,9,4,262,1,0,1
TXN005941,17.77,21,2,177,0,0,0
TXN005942,105.18,14,3,308,1,1,0
TXN005943,54.65,21,3,109,0,2,0
TXN005944,14.69,9,2,853,0,0,0
TXN005945,83.01,15,3,778,0,1,0
TXN005946,110.89,12,3,272,1,1,0
TXN005947,32.75,18,2,185,1,1,0
TXN005948,147.09,15,2,401,1,2,0
TXN005949,13.24,13,1,318,0,0,0
TXN005950,15.32,20,3,74,0,0,0
TXN005951,61.32,12,2,510,0,0,0
TXN005952,55.79,9,1,643,0,0,0
TXN005953,29.69,15,0,441,0,0,0
TXN005954,108.65,15,1,206,0,0,0
TXN005955,85.73,13,2,516,0,0,0
TXN005956,113.23,13,3,342,0,1,0
TXN005957,49.17,22,1,816,0,2,0
TXN005958,91.12,17,3,768,1,0,0
TXN005959,37.38,8,4,383,0,0,0
TXN005960,312.86,9,7,785,0,2,1
TXN005961,27.37,22,6,185,1,0,0
TXN005962,326.85,17,3,406,0,1,0
TXN005963,56.24,20,4,803,0,0,0
TXN005964,16.96,11,3,692,0,1,0
TXN005965,174.66,17,4,619,0,0,0
TXN005966,60.77,17,4,411,1,0,0
TXN005967,112.56,11,4,683,0,0,0
TXN005968,154.51,14,5,710,0,0,0
TXN005969,72.77,15,6,350,1,2,0
TXN005970,33.0,13,2,313,0,1,0
TXN005971,125.13,19,3,666,1,0,0
TXN005972,54.63,19,1,372,1,0,0
TXN005973,97.81,19,4,218,1,1,0
TXN005974,8.75,18,3,321,1,0,0
TXN005975,79.83,13,1,519,0,1,0
TXN005976,31.73,12,1,1435,2,2,0
TXN005977,222.59,19,4,205,0,0,0
TXN005978,92.72,13,6,180,0,1,0
TXN005979,66.95,10,4,500,2,1,0
TXN005980,82.55,13,4,445,0,0,0
TXN005981,23.37,8,2,490,1,1,0
TXN005982,216.97,16,1,935,1,1,0
TXN005983,296.68,11,7,542,0,1,0
TXN005984,76.25,10,2,167,0,0,0
TXN005985,211.0,22,1,97,1,0,0
TXN005986,33.66,18,6,457,0,0,0
TXN005987,27.73,18,1,277,1,0,0
TXN005988,56.53,15,3,573,1,0,0
TXN005989,79.02,19,2,313,0,0,0
TXN005990,39.06,18,1,497,0,0,0
TXN005991,86.24,15,2,277,1,0,0
TXN005992,70.84,22,3,1013,1,0,0
TXN005993,23.37,9,3,162,0,0,0
TXN005994,84.86,21,2,187,0,1,0
TXN005995,113.75,12,5,303,1,1,0
TXN005996,63.16,14,1,477,1,0,0
TXN005997,145.44,8,2,1310,0,0,0
TXN005998,19.4,14,4,801,0,1,0
TXN005999,81.27,15,3,152,0,0,0
TXN006000,20.19,23,1,647,0,1,1
TXN006001,21.18,22,4,152,0,0,0
TXN006002,31.94,22,1,148,0,0,0
TXN006003,24.51,11,5,442,1,1,0
TXN006004,34.27,23,6,193,0,0,1
TXN006005,45.51,13,4,596,0,1,0
TXN006006,111.23,19,5,169,0,0,0
TXN006007,41.55,9,1,277,0,0,0
TXN006008,14.19,13,8,219,0,0,1
TXN006009,143.89,22,4,382,0,2,0
TXN006010,26.8,21,3,226,1,0,0
TXN006011,51.94,16,4,137,0,0,0
TXN006012,79.8,18,3,492,1,1,0
TXN006013,64.69,9,4,398,1,0,0
TXN006014,138.39,17,7,498,0,1,0
TXN006015,82.04,15,3,79,1,1,0
TXN006016,26.26,7,4,388,0,1,0
TXN006017,347.85,8,6,762,1,1,0
TXN006018,64.4,8,6,843,0,0,0
TXN006019,48.17,17,6,345,0,0,0
TXN006020,123.88,8,3,148,0,1,0
TXN006021,67.49,13,2,146,1,0,0
TXN006022,76.66,11,3,240,0,0,0
TXN006023,454.12,14,4,552,0,0,0
TXN006024,43.21,17,4,122,0,0,0
TXN006025,41.68,16,3,511,0,0,0
TXN006026,60.29,14,1,487,0,1,0
TXN006027,135.75,13,4,301,0,0,0
TXN006028,15.17,12,9,309,1,0,1
TXN006029,10.27,19,4,514,1,0,0
TXN006030,33.15,11,4,491,0,0,0
TXN006031,13.61,10,0,198,0,0,0
TXN006032,38.05,17,7,316,0,0,0
TXN006033,83.69,11,4,292,0,0,0
TXN006034,25.61,19,3,368,0,1,0
TXN006035,16.24,11,3,121,1,0,0
TXN006036,57.91,17,4,398,0,0,0
TXN006037,113.65,4,5,312,0,0,0
TXN006038,12.93,12,2,191,0,0,0
TXN006039,109.64,11,5,255,0,0,0
TXN006040,109.37,18,3,300,0,0,0
TXN006041,122.85,22,2,278,0,1,0
TXN006042,153.81,13,7,237,0,1,0
TXN006043,354.86,19,4,259,1,0,0
TXN006044,40.34,17,3,747,0,1,0
TXN006045,59.93,22,2,321,0,0,1
TXN006046,38.32,18,3,163,0,1,0
TXN006047,54.69,7,2,825,0,1,0
TXN006048,200.93,17,1,507,1,0,0
TXN006049,17.4,14,4,502,1,0,0
TXN006050,26.26,1,2,221,0,2,1
TXN006051,176.02,10,4,465,0,1,1
TXN006052,129.93,21,2,258,0,0,0
TXN006053,40.1,21,3,208,0,1,0
TXN006054,112.87,18,2,1163,2,0,0
TXN006055,72.97,22,2,137,0,0,0
TXN006056,195.44,18,5,239,1,0,0
TXN006057,58.17,0,7,214,0,0,1
TXN006058,130.55,10,5,567,0,0,0
TXN006059,515.8,2,1,860,0,2,0
TXN006060,90.78,7,3,362,0,2,0
TXN006061,56.94,9,0,396,0,0,0
TXN006062,100.89,13,1,86,1,1,0
TXN006063,40.03,19,2,346,0,0,0
TXN006064,415.62,19,5,148,2,2,0
TXN006065,63.63,15,2,333,0,0,0
TXN006066,43.29,21,3,308,1,0,0
TXN006067,26.83,13,5,714,1,1,0
TXN006068,138.74,20,2,473,0,0,0
TXN006069,114.1,13,1,346,0,0,0
TXN006070,35.77,10,1,315,1,0,1
TXN006071,89.12,20,4,202,0,2,0
TXN006072,15.15,12,4,237,1,0,0
TXN006073,63.89,13,5,1214,0,2,0
TXN006074,80.23,11,2,1387,0,0,0
TXN006075,233.04,16,4,108,0,0,0
TXN006076,28.36,23,5,466,0,0,1
TXN006077,18.42,2,2,339,0,1,0
TXN006078,25.51,20,7,107,0,0,0
TXN006079,17.53,0,4,920,1,1,1
TXN006080,170.06,12,6,632,0,0,0
TXN006081,203.64,9,3,662,0,1,0
TXN006082,71.68,17,2,241,0,0,0
TXN006083,154.18,5,3,341,2,0,0
TXN006084,61.18,14,4,23,0,0,0
TXN006085,50.36,11,2,443,0,0,0
TXN006086,41.14,8,5,882,1,0,0
TXN006087,41.94,18,2,135,0,1,0
TXN006088,14.65,9,3,133,0,2,0
TXN006089,68.35,10,2,1044,0,1,0
TXN006090,52.76,10,5,224,1,0,0
TXN006091,102.88,15,3,73,1,2,0
TXN006092,59.12,16,7,64,2,0,1
TXN006093,47.55,1,2,258,0,0,0
TXN006094,26.04,10,2,79,0,0,0
TXN006095,58.05,12,4,576,0,1,0
TXN006096,102.26,11,1,238,0,0,0
TXN006097,20.66,20,2,791,0,0,1
TXN006098,58.81,18,2,635,1,1,0
TXN006099,66.56,15,1,355,0,0,0
TXN006100,29.66,11,2,523,0,0,0
TXN006101,33.13,17,3,162,1,0,0
TXN006102,66.42,19,1,355,0,1,0
TXN006103,20.83,15,1,85,0,0,0
TXN006104,73.51,18,3,478,0,0,0
TXN006105,25.51,17,1,611,0,0,1
TXN006106,134.75,14,2,319,0,1,0
TXN006107,398.28,11,4,984,0,0,0
TXN006108,26.27,17,1,269,0,0,0
TXN006109,85.98,9,1,420,0,1,0
TXN006110,29.44,18,3,228,2,0,0
TXN006111,132.27,18,3,73,0,0,0
TXN006112,18.63,19,0,526,1,1,0
TXN006113,82.15,13,1,947,0,1,0
TXN006114,26.0,9,1,698,2,2,0
TXN006115,45.79,7,2,461,0,0,0
TXN006116,22.73,17,1,162,1,0,0
TXN006117,109.84,20,4,771,0,0,0
TXN006118,26.8,16,1,399,0,1,0
TXN006119,87.28,8,4,90,1,1,0
TXN006120,40.75,21,6,200,0,0,0
TXN006121,49.54,23,2,382,1,0,0
TXN006122,61.9,12,5,187,0,1,0
TXN006123,28.57,15,1,501,0,0,0
TXN006124,65.29,18,5,115,0,1,0
TXN006125,200.49,17,3,1191,0,2,0
